순번,학기,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,소속,강의실,시간표(교시),시간표(시간),교시유형,학점,시수,이론,실습,정원,수강,수강(남),수강(여),재수강,수업구분,수업유형,집중이수제,성적평가,원어강의,원어강의구분,원어강사료지급,캡스톤디자인,수강대상,수업방법,비고
68,2026년 1학기,인문대학,영어영문학과,2,전공기초,전공기초,AIB6007001,영어회화(3),ENGLISH CONVERSATION(3),알라나 커밍스,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-317 교육통계실습실[15-317]", [15-116:수(4)] [15-317:월(4)], [15-116:수(12:00~12:50)] [15-317:월(12:00~12:50)],50분(표준),1,2,0,2,17,17,10,7,0,일반과목,실험실습,일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
69,2026년 1학기,인문대학,영어영문학과,2,전공기초,전공기초,AIB6097001,영작문(2),ENGLISH COMPOSITION(2),알라나 커밍스,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:월(6),수(6)]"," [15-403:월(14:00~14:50),수(14:00~14:50)]",50분(표준),1,2,0,2,18,18,9,9,0,일반과목,실험실습,일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
70,2026년 1학기,인문대학,영어영문학과,2,전공기초,전공기초,AIB6097002,영작문(2),ENGLISH COMPOSITION(2),Anthony Wayne Thompson IV,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-116:금(3)] [15-403:수(3)], [15-116:금(11:00~11:50)] [15-403:수(11:00~11:50)],50분(표준),1,2,0,2,15,14,6,8,0,일반과목,실험실습,일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
71,2026년 1학기,인문대학,영어영문학과,2,전공핵심,전공핵심,AIB6001001,영어학입문,INTRODUCTORY ENGLISH LIGUISTICS,김정태,영어영문학과,제15호관 인문대학-116 강의실(대)-2[15-116]," [15-116:화(2B-3),목(2B-3)]"," [15-116:화(10:30~11:45),목(10:30~11:45)]",75분,3,3,3,0,28,28,14,14,2,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
72,2026년 1학기,인문대학,영어영문학과,2,전공핵심,전공핵심,AIB6001002,영어학입문,INTRODUCTORY ENGLISH LIGUISTICS,김정태,영어영문학과,제15호관 인문대학-116 강의실(대)-2[15-116]," [15-116:화(7-8A),목(5B-6)]"," [15-116:화(15:00~16:15),목(13:30~14:45)]",75분,3,3,3,0,27,27,8,19,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
73,2026년 1학기,인문대학,영어영문학과,2,전공심화,전공심화,0006945001,아동&청소년문학,Literature of Children and Youth,전신화,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(5B-6),수(8B-9)]"," [15-403:화(13:30~14:45),수(16:30~17:45)]",75분,3,3,3,0,20,20,9,11,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
74,2026년 1학기,인문대학,영어영문학과,2,전공심화,전공심화,0010770001,영시산책,Introduction to Poetry,하인혜,영어영문학과,제15호관 인문대학-116 강의실(대)-2[15-116]," [15-116:수(7-8A),목(7-8A)]"," [15-116:수(15:00~16:15),목(15:00~16:15)]",75분,3,3,3,0,16,15,4,11,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
75,2026년 1학기,인문대학,영어영문학과,2,전공심화,전공심화,0010771001,영어와심리,English and Psychology,윤소연,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(4-5A),목(4-5A)]"," [15-403:화(12:00~13:15),목(12:00~13:15)]",75분,3,3,3,0,33,33,11,22,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
76,2026년 1학기,인문대학,영어영문학과,2,전공심화,전공심화,AIB6011001,희곡개론,INTRODUCTION TO DRAMA,황연,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-116:금(7-8A)] [15-403:목(8B-9)], [15-116:금(15:00~16:15)] [15-403:목(16:30~17:45)],75분,3,3,3,0,25,25,13,12,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
77,2026년 1학기,인문대학,영어영문학과,3,전공기초,전공기초,AIB6067001,중급영어회화(1),INTERMEDIATE ENGLISH CONVERSATION(1),알라나 커밍스,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-116:수(3)] [15-403:금(6)], [15-116:수(11:00~11:50)] [15-403:금(14:00~14:50)],50분(표준),1,2,0,2,15,15,6,9,0,일반과목,실험실습,일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
78,2026년 1학기,인문대학,영어영문학과,3,전공기초,전공기초,AIB6067002,중급영어회화(1),INTERMEDIATE ENGLISH CONVERSATION(1),Anthony Wayne Thompson IV,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-118A 강의실[15-118A]", [15-116:월(4)] [15-118A:화(6)], [15-116:월(12:00~12:50)] [15-118A:화(14:00~14:50)],50분(표준),1,2,0,2,15,14,3,11,0,일반과목,실험실습,일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
79,2026년 1학기,인문대학,영어영문학과,3,전공핵심,전공핵심,0004284001,영국문학사,History of English Literature,하인혜,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(1-2A),목(1-2A)]"," [15-403:화(09:00~10:15),목(09:00~10:15)]",75분,3,3,3,0,26,25,9,16,1,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
80,2026년 1학기,인문대학,영어영문학과,3,전공핵심,전공핵심,0004284002,영국문학사,History of English Literature,하인혜,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(2B-3),목(2B-3)]"," [15-403:화(10:30~11:45),목(10:30~11:45)]",75분,3,3,3,0,26,26,7,19,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
81,2026년 1학기,인문대학,영어영문학과,3,전공심화,전공심화,0007865001,영미드라마와문화,English & American Drama and Culture,황연,영어영문학과,"제15호관 인문대학-118B 강의실[15-118B], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-118B:금(2B-3)] [15-403:목(5B-6)], [15-118B:금(10:30~11:45)] [15-403:목(13:30~14:45)],75분,3,3,3,0,36,35,9,26,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
82,2026년 1학기,인문대학,영어영문학과,3,전공심화,전공심화,0009349001,영어권 작가 연구,Studies in Global Anglophone Writers,신나미,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-118B 강의실[15-118B]", [15-116:금(4-5A)] [15-118B:화(4-5A)], [15-116:금(12:00~13:15)] [15-118B:화(12:00~13:15)],75분,3,3,3,0,22,22,3,19,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
83,2026년 1학기,인문대학,영어영문학과,3,전공심화,전공심화,0012324001,음향음성학탐구,Exploration of Acoustic Phonetics,정예지,영어영문학과,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-116:목(4-5A)] [15-403:월(4-5A)], [15-116:목(12:00~13:15)] [15-403:월(12:00~13:15)],75분,3,3,3,0,11,11,4,7,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
84,2026년 1학기,인문대학,영어영문학과,3,전공심화,전공심화,AIB6018001,영어음운론,ENGLISH PHONOLOGY,정예지,영어영문학과,"제15호관 인문대학-118B 강의실[15-118B], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-118B:목(7-8A)] [15-403:월(7-8A)], [15-118B:목(15:00~16:15)] [15-403:월(15:00~16:15)],75분,3,3,3,0,20,20,6,14,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
85,2026년 1학기,인문대학,영어영문학과,3,전공심화,전공심화,AIB6078001,비교문학,COMPARATIVE LITERATURE,이용화,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(7)(8),수(5)]"," [15-403:화(15:00~15:50)(16:00~16:50),수(13:00~13:50)]",50분(표준),3,3,3,0,14,13,6,7,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
86,2026년 1학기,인문대학,영어영문학과,4,전공심화,전공심화,0012340001,AI활용번역입문,Introduction to AI Assisted Translation,정채관,영어영문학과,제15호관 인문대학-317 교육통계실습실[15-317]," [15-317:화(5B-6)(7-8A),금(5B-6)(7-8A)]"," [15-317:화(13:30~14:45)(15:00~16:15),금(13:30~14:45)(15:00~16:15)]",75분,3,3,3,0,10,8,3,5,0,일반과목,온라인혼합형강좌,집중A(1~8주),절대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌][집중A(1~8주)]
87,2026년 1학기,인문대학,영어영문학과,4,전공심화,전공심화,AIB6039001,교과교재연구및지도법(영어),STUDY ON MATERIAL AND TEACHING METHOD,김정태,영어영문학과,제15호관 인문대학-116 강의실(대)-2[15-116]," [15-116:화(8B-9),목(8B-9)]"," [15-116:화(16:30~17:45),목(16:30~17:45)]",75분,3,3,3,0,20,20,8,12,0,일반과목,e-Learning,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상),[e-Learning]
88,2026년 1학기,인문대학,영어영문학과,4,전공심화,전공심화,AIB6073001,실무영작문,PRACTICAL ENGLISH COMPOSITION,알라나 커밍스,영어영문학과,제15호관 인문대학-403 전용어학실습실-3[15-403], [15-403:금(3)(4)], [15-403:금(11:00~11:50)(12:00~12:50)],50분(표준),2,2,2,0,20,19,9,10,1,일반과목,강의(이론),일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
89,2026년 1학기,인문대학,영어영문학과,4,전공심화,전공심화,AIB6074001,영어스피치와디베이트,ENGLISH SPEECH & DEBATE,Anthony Wayne Thompson IV,영어영문학과,제15호관 인문대학-116 강의실(대)-2[15-116], [15-116:월(6)(7)], [15-116:월(14:00~14:50)(15:00~15:50)],50분(표준),2,2,2,0,20,20,8,12,1,일반과목,강의(이론),일반(1~15주),상대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
90,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0007800004,자기설계세미나 I,Self - Design Seminar I,이노은,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:화(9)], [15-502:화(17:00~17:50)],50분(표준),1,1,1,0,17,16,6,10,1,일반과목,자기설계세미나,일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
91,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0007800005,자기설계세미나 I,Self - Design Seminar I,이원경,독어독문학과,제15호관 인문대학-405 세미나실-4[15-405], [15-405:화(9)], [15-405:화(17:00~17:50)],50분(표준),1,1,1,0,17,16,4,12,0,일반과목,자기설계세미나,일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
92,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0009352001,초급독일어회화A1 1,Elementary German Conversation A1 1,미하엘멩케,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:금(2)(3)], [15-502:금(10:00~10:50)(11:00~11:50)],50분(표준),1,2,0,2,25,22,10,12,1,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
93,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0009352002,초급독일어회화A1 1,Elementary German Conversation A1 1,미하엘멩케,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:금(6)(7)], [15-502:금(14:00~14:50)(15:00~15:50)],50분(표준),1,2,0,2,25,23,7,16,2,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
94,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0009353001,초급독일어A1 1,Elementary GermanA1 1,주소정,독어독문학과,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:월(2)(3)] [15-502:화(7)(8)], [15-103:월(10:00~10:50)(11:00~11:50)] [15-502:화(15:00~15:50)(16:00~16:50)],50분(표준),3,4,2,2,25,22,9,13,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
95,2026년 1학기,인문대학,독어독문학과,1,전공기초,전공기초,0009353002,초급독일어A1 1,Elementary GermanA1 1,주소정,독어독문학과,제15호관 인문대학-103 최영숙강의실[15-103]," [15-103:월(4)(5),수(5)(6)]"," [15-103:월(12:00~12:50)(13:00~13:50),수(13:00~13:50)(14:00~14:50)]",50분(표준),3,4,2,2,26,25,7,18,3,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
96,2026년 1학기,인문대학,독어독문학과,1,전공심화,전공심화,AIE6064001,독일명작의이해,Understanding of German  Masterpieces,이노은,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502]," [15-502:화(2)(3),금(5)]"," [15-502:화(10:00~10:50)(11:00~11:50),금(13:00~13:50)]",50분(표준),3,3,3,0,25,20,7,13,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
97,2026년 1학기,인문대학,독어독문학과,1,전공심화,전공심화,AIE6071001,현대독일사회의이해,Understanding of Contemporary German  Society,명정,독어독문학과,제15호관 인문대학-118A 강의실[15-118A], [15-118A:수(1-2A)(2B-3)], [15-118A:수(09:00~10:15)(10:30~11:45)],75분,3,3,3,0,25,25,10,15,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
98,2026년 1학기,인문대학,독어독문학과,2,전공핵심,전공핵심,0009354001,중급독일어A2 1,Intermediate GermanA2 1,슈텔레 에바,독어독문학과,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:금(3)(4)] [15-502:수(2)(3)], [15-103:금(11:00~11:50)(12:00~12:50)] [15-502:수(10:00~10:50)(11:00~11:50)],50분(표준),3,4,2,2,20,13,5,8,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
99,2026년 1학기,인문대학,독어독문학과,2,전공핵심,전공핵심,0009354002,중급독일어A2 1,Intermediate GermanA2 1,슈텔레 에바,독어독문학과,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:금(5)(6)] [15-502:수(4)(5)], [15-103:금(13:00~13:50)(14:00~14:50)] [15-502:수(12:00~12:50)(13:00~13:50)],50분(표준),3,4,2,2,21,20,5,15,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
100,2026년 1학기,인문대학,독어독문학과,2,전공핵심,전공핵심,0009355001,중급독일어회화 A2 1,Intermediate German Conversation A2 1,미하엘멩케,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:목(4)(5)], [15-502:목(12:00~12:50)(13:00~13:50)],50분(표준),1,2,0,2,21,20,7,13,0,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
101,2026년 1학기,인문대학,독어독문학과,2,전공핵심,전공핵심,0009355002,중급독일어회화 A2 1,Intermediate German Conversation A2 1,미하엘멩케,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:목(7)(8)], [15-502:목(15:00~15:50)(16:00~16:50)],50분(표준),1,2,0,2,20,11,4,7,1,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
102,2026년 1학기,인문대학,독어독문학과,2,전공심화,전공심화,0000352001,독일어문법,German Grammar,이원경,독어독문학과,제15호관 인문대학-103 최영숙강의실[15-103]," [15-103:화(5B-6),수(7-8A)]"," [15-103:화(13:30~14:45),수(15:00~16:15)]",75분,3,3,3,0,25,25,6,19,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
103,2026년 1학기,인문대학,독어독문학과,2,전공심화,전공심화,0009356001,미디어학입문,Introduction to Media Studies,명정,독어독문학과,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:월(1-2A)(2B-3)], [15-502:월(09:00~10:15)(10:30~11:45)],75분,3,3,3,0,22,21,9,12,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
104,2026년 1학기,인문대학,독어독문학과,2,전공심화,전공심화,0009851001,독일어구문과표현,German Sentences and Expressions,박은주,독어독문학과,제15호관 인문대학-103 최영숙강의실[15-103], [15-103:화(2B-3)(4-5A)], [15-103:화(10:30~11:45)(12:00~13:15)],75분,3,3,3,0,20,11,7,4,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
